OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_2025,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,ASSAULT_RATE_2025,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_2025,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,AUTOTHEFT_RATE_2025,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_2025,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BIKETHEFT_RATE_2025,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_2025,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,BREAKENTER_RATE_2025,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_2025,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,HOMICIDE_RATE_2025,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_2025,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,ROBBERY_RATE_2025,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_2025,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,SHOOTING_RATE_2025,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_2025,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTFROMMV_RATE_2025,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_2025,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,THEFTOVER_RATE_2025,POPULATION_2025,Shape__Area,Shape__Length
75,Weston,113,174,151,183,181,161,191,204,204,242,242,256,194,937.5,819.316345214844,979.342834472656,951.479797363281,829.298461914063,968.658081054688,1026.51843261719,1024.044921875,1182.91137695313,1137.00427246094,1164.85412597656,875.5302734375,53,36,42,47,53,46,77,59,99,109,91,53,285.560333251953,195.333694458008,224.767211914063,247.0693359375,272.998870849609,233.28938293457,387.460388183594,296.169860839844,483.918273925781,512.121765136719,414.069244384766,239.191268920898,7,5,6,11,13,8,10,6,6,11,12,1,37.715518951416,27.1296806335449,32.1096000671387,57.8247375488281,66.9619827270508,40.5720672607422,50.3195304870605,30.1189708709717,29.3283805847168,51.682014465332,54.6025390625,4.51304292678833,33,54,44,75,38,58,24,36,46,61,53,40,177.801727294922,293.000549316406,235.470413208008,394.259582519531,195.73503112793,294.147491455078,120.766868591309,180.713821411133,224.850921630859,286.600250244141,241.161209106445,180.521713256836,0,0,3,1,1,2,3,0,2,1,5,0,0,0,16.0548000335693,5.25679445266724,5.15092182159424,10.1430168151855,15.0958585739136,0,9.77612686157227,4.69836473464966,22.7510585784912,0,35,44,42,46,42,22,27,25,32,36,57,7,188.577590942383,238.741180419922,224.767211914063,241.812545776367,216.338729858398,111.573181152344,135.862731933594,125.495704650879,156.418029785156,169.141143798828,259.362060546875,31.5912990570068,3,6,13,8,8,13,5,4,5,4,8,4,16.1637935638428,32.5556144714355,69.57080078125,42.0543556213379,41.2073745727539,65.9296112060547,25.1597652435303,20.0793132781982,24.4403171539307,18.7934589385986,36.4016914367676,18.0521717071533,76,63,93,84,73,71,88,70,86,60,70,30,409.482757568359,341.833953857422,497.698822021484,441.570739746094,376.017303466797,360.077087402344,442.811859130859,351.387969970703,420.373443603516,281.901885986328,318.514801025391,135.39128112793,5,3,4,3,8,4,10,5,9,4,8,8,26.9396553039551,16.2778072357178,21.406400680542,15.7703828811646,41.2073745727539,20.2860336303711,50.3195304870605,25.099142074585,43.9925689697266,18.7934589385986,36.4016914367676,36.1043434143066,22158,2565620.89819336,10202.5084095516
76,Beechborough-Greenbrook,112,64,76,63,63,52,70,52,58,71,88,97,56,963.275146484375,1150.46923828125,929.477722167969,927.015869140625,760.7900390625,1024.29028320313,765.381225585938,866.318176269531,1008.52270507813,1176.15612792969,1232.68518066406,692.298156738281,10,8,8,13,13,13,15,18,20,25,32,20,150.511734008789,121.102027893066,118.028915405273,191.288986206055,190.197509765625,190.225341796875,220.783050537109,268.857360839844,284.090911865234,334.13525390625,406.659027099609,247.24934387207,1,5,1,0,1,1,0,0,0,3,0,3,15.0511741638184,75.6887664794922,14.7536144256592,0,14.6305780410767,14.632719039917,0,0,0,40.0962295532227,0,37.08740234375,20,15,11,16,25,11,7,7,13,24,15,9,301.023468017578,227.066299438477,162.289764404297,235.432601928711,365.764434814453,160.959899902344,103.032089233398,104.555641174316,184.659088134766,320.769836425781,190.621429443359,111.26220703125,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,14.7145376205444,0,0,0,29.8730392456055,0,13.3654098510742,25.4161891937256,0,21,12,25,11,13,12,4,13,2,13,12,12,316.074645996094,181.653045654297,368.840362548828,161.859924316406,190.197509765625,175.592620849609,58.8754768371582,194.174758911133,28.4090900421143,173.750335693359,152.497146606445,148.349609375,1,5,1,1,0,5,1,5,2,5,13,1,15.0511741638184,75.6887664794922,14.7536144256592,14.7145376205444,0,73.1635971069336,14.7188692092896,74.6826019287109,28.4090900421143,66.8270492553711,165.205230712891,12.3624677658081,9,17,9,18,12,8,21,13,25,13,22,12,135.460571289063,257.341796875,132.782531738281,264.861694335938,175.566940307617,117.061752319336,309.096252441406,194.174758911133,355.113647460938,173.750335693359,279.578094482422,148.349609375,2,5,4,2,0,3,3,0,2,7,2,3,30.1023483276367,75.6887664794922,59.0144577026367,29.4290752410889,0,43.8981552124023,44.156608581543,0,28.4090900421143,93.5578689575195,25.4161891937256,37.08740234375,8089,1833583.37817383,6414.63723799029
77,Rockcliffe-Smythe,111,134,136,141,113,132,148,126,139,174,179,195,179,580.715087890625,591.973510742188,615.049072265625,489.241027832031,565.601135253906,630.082153320313,537.611450195313,597.002075195313,741.182495117188,745.553771972656,802.139038085938,742.676940917969,47,42,33,47,52,38,62,46,62,77,58,38,203.683639526367,182.815353393555,143.947662353516,203.489624023438,222.812576293945,161.777847290039,264.538970947266,197.569046020508,264.099517822266,320.713073730469,238.584945678711,157.663269042969,11,13,9,12,6,5,1,11,7,12,7,6,47.6706390380859,56.5857048034668,39.2584533691406,51.9547996520996,25.7091445922852,21.2865600585938,4.26675748825073,47.2447700500488,29.8176860809326,49.981258392334,28.794734954834,24.8941993713379,37,38,38,37,24,43,37,35,33,53,35,32,160.346694946289,165.404373168945,165.757904052734,160.193969726563,102.836578369141,183.064407348633,157.870040893555,150.324264526367,140.569091796875,220.750549316406,143.973678588867,132.769058227539,0,2,0,0,0,1,2,1,0,0,3,0,0,8.70549297332764,0,0,0,4.25731182098389,8.53351497650146,4.29497909545898,0,0,12.3406009674072,0,38,37,61,45,19,9,14,16,19,20,11,18,164.680389404297,161.051620483398,266.085052490234,194.830490112305,81.4122924804688,38.3158073425293,59.7346076965332,68.7196655273438,80.9337158203125,83.3020935058594,45.2488670349121,74.6826019287109,2,6,3,1,4,6,5,12,7,8,3,4,8.66738891601563,26.1164798736572,13.0861501693726,4.32956647872925,17.1394290924072,25.5438709259033,21.3337879180908,51.5397491455078,29.8176860809326,33.3208389282227,12.3406009674072,16.5961322784424,51,54,42,58,75,72,66,42,59,92,81,54,221.018417358398,235.048309326172,183.206100463867,251.114868164063,321.364288330078,306.526458740234,281.606018066406,180.389129638672,251.320495605469,383.189636230469,333.196228027344,224.047790527344,7,3,4,10,15,9,4,5,12,11,7,9,30.3358612060547,13.0582399368286,17.4482002258301,43.2956657409668,64.2728576660156,38.3158073425293,17.0670299530029,21.4748954772949,51.1160316467285,45.8161506652832,28.794734954834,37.3413009643555,24102,5070942.53564453,11620.7453970318
78,Keelesdale-Eglinton West,110,67,54,54,60,73,57,79,74,104,106,85,53,588.02880859375,472.689086914063,472.854644775391,518.00048828125,619.95751953125,477.8271484375,660.148742675781,619.506042480469,857.37841796875,849.4951171875,668.922668457031,418.310974121094,19,16,15,29,25,33,24,23,29,36,23,24,166.754425048828,140.056015014648,131.348510742188,250.366912841797,212.314224243164,276.636779785156,200.551513671875,192.549179077148,239.076675415039,288.507781982422,181.002593994141,189.423843383789,3,4,3,6,3,2,5,2,3,2,2,1,26.329647064209,35.0140037536621,26.269702911377,51.8000526428223,25.4777069091797,16.7658653259277,41.781566619873,16.743408203125,24.7320690155029,16.0282096862793,15.7393560409546,7.89265966415405,23,20,14,14,31,18,23,27,17,29,14,14,201.860626220703,175.070022583008,122.591941833496,120.866790771484,263.269653320313,150.892776489258,192.195205688477,226.035995483398,140.148391723633,232.409042358398,110.175491333008,110.49723815918,1,0,0,0,0,1,0,3,0,1,0,0,8.77654933929443,0,0,0,0,8.38293266296387,0,25.1151103973389,0,8.01410484313965,0,0,30,19,16,22,20,11,11,7,10,25,10,9,263.296478271484,166.316528320313,140.105072021484,189.933517456055,169.851379394531,92.2122573852539,91.9194488525391,58.6019248962402,82.4402313232422,200.352615356445,78.6967849731445,71.033935546875,2,4,1,3,5,0,2,2,0,1,1,3,17.5530986785889,35.0140037536621,8.75656700134277,25.9000263214111,42.4628448486328,0,16.71262550354,16.743408203125,0,8.01410484313965,7.86967802047729,23.6779804229736,18,17,11,21,21,28,31,34,34,22,52,30,157.977890014648,148.809524536133,96.3222427368164,181.300186157227,178.343948364258,234.722106933594,259.045715332031,284.637908935547,280.296783447266,176.310302734375,409.223266601563,236.779800415039,1,2,0,4,3,8,3,1,0,2,4,3,8.77654933929443,17.5070018768311,0,34.5333671569824,25.4777069091797,67.0634613037109,25.0689392089844,8.3717041015625,0,16.0282096862793,31.4787120819092,23.6779804229736,12670,1750632.40014648,5675.40834137485
79,Palmerston-Little Italy,80,89,86,67,77,85,88,51,72,84,79,69,92,618.141418457031,599.595642089844,465.342407226563,535.465942382813,591.0576171875,614.010620117188,359.56005859375,514.469482421875,599.914306640625,556.338012695313,482.990325927734,654.617919921875,18,16,18,15,22,15,16,10,27,16,15,16,125.017364501953,111.552673339844,125.017364501953,104.311546325684,152.979629516602,104.66089630127,112.803161621094,71.4540939331055,192.82958984375,112.676055908203,104.997901916504,113.846588134766,45,52,53,52,66,50,63,28,31,33,49,39,312.543395996094,362.546203613281,368.106689453125,361.613342285156,458.938873291016,348.869659423828,444.162445068359,200.07145690918,221.396942138672,232.39436340332,342.993133544922,277.501068115234,55,43,39,37,46,51,48,32,37,35,44,36,381.997497558594,299.797821044922,270.870941162109,257.301818847656,319.866485595703,355.847045898438,338.409484863281,228.653091430664,264.247955322266,246.478866577148,307.993835449219,256.154846191406,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,7.14540910720825,7.14183664321899,14.0845069885254,0,0,26,17,23,12,21,11,6,9,11,20,8,16,180.580642700195,118.524719238281,159.744415283203,83.4492340087891,146.026000976563,76.7513275146484,42.3011856079102,64.3086853027344,78.5602035522461,140.845077514648,55.9988784790039,113.846588134766,1,1,0,1,0,0,0,0,0,2,2,1,6.94540929794312,6.97204208374023,0,6.95410299301147,0,0,0,0,0,14.0845069885254,13.999719619751,7.11541175842285,41,108,46,79,70,60,49,22,35,30,10,20,284.761779785156,752.980529785156,319.488830566406,549.374145507813,486.753356933594,418.643585205078,345.459686279297,157.199005126953,249.964294433594,211.267608642578,69.9986038208008,142.308242797852,6,1,6,7,10,12,4,0,8,8,6,4,41.6724548339844,6.97204208374023,41.6724548339844,48.6787185668945,69.5361938476563,83.7287216186523,28.2007904052734,0,57.134693145752,56.3380279541016,41.9991607666016,28.4616470336914,14054,1435255.54345703,4967.49937721841
80,University,79,135,160,130,163,123,132,84,95,99,130,140,143,1918.15856933594,2285.0615234375,1637.48583984375,2036.99072265625,1522.84265136719,1626.81787109375,1041.02124023438,1192.568359375,1231.037109375,1581.50854492188,1683.50170898438,1740.50634765625,10,11,18,7,12,11,6,9,16,9,13,15,142.085815429688,157.09797668457,226.728805541992,87.4781341552734,148.570007324219,135.568161010742,74.3586578369141,112.980163574219,198.955490112305,109.489051818848,156.325149536133,182.570587158203,108,111,139,140,137,71,65,62,116,53,68,59,1534.52685546875,1585.26135253906,1750.85021972656,1749.56262207031,1696.17431640625,875.030822753906,805.552124023438,778.307800292969,1442.42724609375,644.768859863281,817.700805664063,718.111022949219,73,60,51,64,73,92,60,32,39,55,52,60,1037.22644042969,856.898010253906,642.398315429688,799.800048828125,903.800903320313,1133.8427734375,743.586547851563,401.707244873047,484.953979492188,669.099731445313,625.300598144531,730.282348632813,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,12.4968757629395,0,12.3243780136108,0,0,0,0,0,12.1713733673096,53,19,33,25,18,13,12,10,15,15,19,11,753.054870605469,271.351043701172,415.669494628906,312.421905517578,222.855026245117,160.216903686523,148.717315673828,125.533515930176,186.520767211914,182.481750488281,228.475234985352,133.885101318359,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,12.4968757629395,0,0,0,12.5533514022827,12.434718132019,0,12.0250120162964,0,90,68,72,121,71,58,57,21,39,40,40,29,1278.77233886719,971.151123046875,906.915222167969,1512.12194824219,879.039245605469,714.813903808594,706.4072265625,263.620391845703,484.953979492188,486.618011474609,481.00048828125,352.969818115234,7,10,6,4,20,7,5,5,12,11,10,10,99.460075378418,142.816345214844,75.5762710571289,49.9875030517578,247.616683959961,86.2706451416016,61.9655456542969,62.7667579650879,149.216613769531,133.819946289063,120.250122070313,121.713729858398,8216,1405204.4987793,4971.74289705384
81,Kensington-Chinatown,78,355,397,388,440,462,405,416,405,409,482,476,460,1915.91564941406,2166.08471679688,2075.31030273438,2312.138671875,2383.65502929688,2060.02026367188,2102.2841796875,2038.55639648438,1990.94580078125,2238.11303710938,2122.7255859375,2017.45532226563,27,24,30,33,27,42,57,25,40,51,28,27,145.717529296875,130.947189331055,160.462127685547,173.410400390625,139.304504394531,213.631744384766,288.053375244141,125.836814880371,194.713531494141,236.812774658203,124.866218566895,118.415855407715,95,105,130,149,142,124,101,110,92,137,114,89,512.709777832031,572.893920898438,695.335876464844,782.974243164063,732.638549804688,630.722290039063,510.410339355469,553.682006835938,447.841125488281,636.144104003906,508.383880615234,390.333770751953,103,99,81,107,240,278,174,98,105,145,152,101,555.885375976563,540.157165527344,433.247741699219,562.270080566406,1238.26232910156,1414.03869628906,879.32080078125,493.280303955078,511.123016357422,673.291259765625,677.845153808594,442.963012695313,0,1,5,0,3,0,1,2,1,1,0,0,0,5.45613288879395,26.743688583374,0,15.4782791137695,0,5.05356788635254,10.0669450759888,4.86783838272095,4.64338779449463,0,0,72,58,66,95,85,49,41,32,50,46,61,44,388.580078125,316.455688476563,353.016693115234,499.211761474609,438.551239013672,249.237030029297,207.196273803711,161.07112121582,243.391906738281,213.595840454102,272.029968261719,192.973999023438,3,4,9,9,7,6,6,9,4,5,7,5,16.1908359527588,21.8245315551758,48.1386375427246,47.2937469482422,36.1159820556641,30.51881980896,30.3214073181152,45.3012542724609,19.4713535308838,23.2169399261475,31.2165546417236,21.9288635253906,557,534,532,413,283,349,195,92,97,104,305,194,3006.0986328125,2913.57495117188,2845.52856445313,2170.25756835938,1460.11767578125,1775.17797851563,985.445739746094,463.079467773438,472.180297851563,482.912322998047,1360.14978027344,850.839904785156,18,36,20,27,25,38,27,22,20,28,63,50,97.14501953125,196.420776367188,106.974754333496,141.881240844727,128.985656738281,193.285858154297,136.446334838867,110.736396789551,97.3567657470703,130.014862060547,280.948974609375,219.288635253906,22801,1534624.3059082,5024.35267570997
82,North St.James Town,74,152,162,137,159,174,225,228,265,225,272,282,300,803.467590332031,852.541809082031,707.13330078125,813.424072265625,879.987854003906,1129.46142578125,1145.67102050781,1339.26318359375,1090.53894042969,1245.70642089844,1232.46362304688,1281.61315917969,24,11,23,15,13,17,28,23,16,11,15,20,126.863304138184,57.8886451721191,118.715805053711,76.7381210327148,65.7462158203125,85.3370819091797,140.696441650391,116.237930297852,77.5494384765625,50.3778343200684,65.5565719604492,85.4408721923828,47,61,60,65,40,54,47,25,34,41,29,25,248.440643310547,321.018829345703,309.693389892578,332.531860351563,202.29606628418,271.070739746094,236.169036865234,126.345581054688,164.792556762695,187.771926879883,126.742713928223,106.801094055176,71,72,53,48,71,70,60,45,38,40,46,36,375.303955078125,378.907470703125,273.5625,245.561981201172,359.075500488281,351.387969970703,301.492401123047,227.42204284668,184.179916381836,183.192123413086,201.040161132813,153.793579101563,2,2,0,0,0,0,0,0,1,0,1,0,10.5719423294067,10.5252075195313,0,0,0,0,0,0,4.84683990478516,0,4.37043857574463,0,31,29,22,36,30,30,36,16,24,27,35,18,163.865097045898,152.615509033203,113.554244995117,184.171478271484,151.722045898438,150.594848632813,180.895431518555,80.8611679077148,116.324157714844,123.654685974121,152.965347290039,76.8967895507813,1,0,2,1,6,2,1,3,4,0,2,1,5.28597116470337,0,10.3231134414673,5.11587476730347,30.344409942627,10.0396566390991,5.02487325668335,15.1614694595337,19.3873596191406,0,8.74087715148926,4.27204370498657,93,93,154,55,90,99,78,40,65,59,64,32,491.595306396484,489.422180175781,794.879760742188,281.373107910156,455.166137695313,496.963012695313,391.940093994141,202.152923583984,315.044586181641,270.208374023438,279.708068847656,136.70539855957,7,3,8,8,3,15,9,3,5,10,16,9,37.0017967224121,15.7878122329712,41.2924537658691,40.9269981384277,15.1722049713135,75.2974243164063,45.2238578796387,15.1614694595337,24.2341995239258,45.7980308532715,69.9270172119141,38.4483947753906,23408,423922.603271484,2574.40326107591
83,Moss Park,73,357,389,456,441,546,635,751,625,548,617,594,655,2035.69592285156,2129.873046875,2121.32495117188,1984.87707519531,2377.84155273438,2690.7919921875,3120.32568359375,2554.46118164063,2141.21044921875,2269.71752929688,2076.12451171875,2226.75512695313,26,21,21,21,58,42,39,52,61,44,37,24,148.257965087891,114.980285644531,97.6925964355469,94.5179595947266,252.591232299805,177.973648071289,162.040878295898,212.531158447266,238.346420288086,161.859924316406,129.320892333984,81.5910263061523,95,102,118,136,132,105,107,96,90,100,70,59,541.711791992188,558.475708007813,548.939331054688,612.116271972656,574.86279296875,444.934112548828,444.573699951172,392.365234375,351.658660888672,367.863433837891,244.661148071289,200.577941894531,153,97,129,133,136,231,202,154,129,146,125,103,872.441101074219,531.099426269531,600.111633300781,598.613708496094,592.282897949219,978.855041503906,839.288696289063,629.419189453125,504.044067382813,537.080627441406,436.894897460938,350.161468505859,1,1,2,3,4,3,2,1,3,7,1,1,5.70222949981689,5.4752516746521,9.30405616760254,13.5025653839111,17.4200859069824,12.7124032974243,8.30978870391846,4.0871376991272,11.7219552993774,25.7504405975342,3.49515914916992,3.39962601661682,121,133,119,95,153,139,132,88,66,56,74,49,689.969787597656,728.20849609375,553.591369628906,427.581237792969,666.318237304688,589.007995605469,548.446044921875,359.668121337891,257.883026123047,206.003524780273,258.641784667969,166.581680297852,3,4,5,7,9,2,5,3,9,3,2,1,17.106689453125,21.9010066986084,23.2601413726807,31.5059852600098,39.1951904296875,8.47493553161621,20.7744731903076,12.2614135742188,35.1658668518066,11.0359039306641,6.99031829833984,3.39962601661682,179,168,136,174,243,217,166,126,92,108,102,81,1020.69909667969,919.84228515625,632.675842285156,783.148803710938,1058.27014160156,919.530517578125,689.712463378906,514.979370117188,359.473297119141,397.292510986328,356.506225585938,275.369720458984,7,14,11,20,35,25,16,17,16,25,20,19,39.9156074523926,76.6535263061523,51.1723098754883,90.0171051025391,152.425750732422,105.93669128418,66.4783096313477,69.4813385009766,62.5170936584473,91.9658584594727,69.9031829833984,64.5928955078125,29415,1396902.2878418,6369.58565334189
84,Regent Park,72,103,112,129,126,141,178,150,185,126,160,165,159,938.667663574219,1015.68878173828,1148.81115722656,1074.16882324219,1148.86340332031,1394.43786621094,1138.2607421875,1364.10559082031,880.626220703125,1044.72741699219,1017.07452392578,947.839050292969,9,16,3,12,11,24,11,9,12,17,12,16,82.0195007324219,145.098388671875,26.7165374755859,102.301788330078,89.6276397705078,188.014099121094,83.4724578857422,66.3618927001953,83.8691635131836,111.002288818359,73.9690551757813,95.3800277709961,31,28,39,40,45,48,30,14,15,27,19,20,282.511627197266,253.92219543457,347.315002441406,341.005981445313,366.658508300781,376.028198242188,227.652145385742,103.229614257813,104.836456298828,176.297744750977,117.11767578125,119.225036621094,33,30,25,29,28,65,28,32,25,40,28,28,300.738189697266,272.059478759766,222.637817382813,247.22932434082,228.143081665039,509.204864501953,212.475341796875,235.953399658203,174.727432250977,261.181854248047,172.594467163086,166.915054321289,1,0,1,4,2,1,1,1,0,0,2,0,9.11327838897705,0,8.90551280975342,34.1005973815918,16.295934677124,7.83392095565796,7.5884051322937,7.37354373931885,0,0,12.3281764984131,0,22,17,19,19,33,19,16,16,12,20,26,14,200.492111206055,154.167037963867,169.204742431641,161.977828979492,268.882904052734,148.844497680664,121.414482116699,117.976699829102,83.8691635131836,130.590927124023,160.26628112793,83.4575271606445,6,4,8,9,10,6,7,2,4,2,5,1,54.6796684265137,36.2745971679688,71.2441024780273,76.7263412475586,81.4796676635742,47.0035247802734,53.1188354492188,14.7470874786377,27.9563884735107,13.0590925216675,30.8204402923584,5.96125173568726,57,61,48,38,70,59,42,22,27,34,18,21,519.456848144531,553.187622070313,427.464599609375,323.955657958984,570.357666015625,462.201324462891,318.713012695313,162.217956542969,188.705612182617,222.004577636719,110.953582763672,125.18628692627,8,5,3,2,5,5,4,6,5,8,5,2,72.9062271118164,45.3432502746582,26.7165374755859,17.0502986907959,40.7398338317871,39.169605255127,30.3536205291748,44.2412605285645,34.945484161377,52.2363700866699,30.8204402923584,11.9225034713745,16775,650277.03125,3258.90032155151
85,Cabbagetown-South St.James Town,71,88,103,132,103,114,144,137,125,134,133,138,141,758.228515625,896.431701660156,1092.98669433594,852.719604492188,941.993041992188,1193.13940429688,1146.53942871094,1061.03051757813,1109.087890625,1057.73815917969,1063.91174316406,1078.55883789063,9,7,14,5,18,22,14,5,19,20,14,12,77.5460968017578,60.9225425720215,115.922828674316,41.3941535949707,148.735748291016,182.285186767578,117.164619445801,42.441219329834,157.258728027344,159.058380126953,107.933082580566,91.7922439575195,65,71,65,50,88,59,49,38,36,31,28,21,560.055114746094,617.928649902344,538.213134765625,413.941558837891,727.152526855469,488.855743408203,410.076171875,322.553253173828,297.963928222656,246.540481567383,215.866165161133,160.636428833008,72,68,51,58,41,111,70,68,65,53,48,42,620.368774414063,591.818969726563,422.290313720703,480.172210693359,338.786987304688,919.711669921875,585.823059082031,577.200561523438,537.990417480469,421.504699707031,370.056274414063,321.272857666016,2,0,0,0,0,0,1,1,0,0,0,0,17.2324657440186,0,0,0,0,0,8.36890125274658,8.48824405670166,0,0,0,0,11,17,27,41,37,18,15,14,22,14,29,19,94.778564453125,147.954742431641,223.565460205078,339.432067871094,305.734588623047,149.142425537109,125.533515930176,118.835411071777,182.089065551758,111.340858459473,223.575668334961,145.33772277832,1,1,0,1,1,2,0,0,0,1,0,0,8.61623287200928,8.70322036743164,0,8.27883148193359,8.26309680938721,16.5713806152344,0,0,0,7.9529185295105,0,0,75,117,108,104,109,78,55,50,51,46,35,30,646.217468261719,1018.27673339844,894.261840820313,860.998413085938,900.677551269531,646.283874511719,460.28955078125,424.412200927734,422.115539550781,365.834259033203,269.832702636719,229.480606079102,3,5,7,7,6,4,3,7,9,6,8,3,25.8486995697021,43.5161018371582,57.9614143371582,57.9518165588379,49.5785827636719,33.1427612304688,25.1067028045654,59.4177055358887,74.4909820556641,47.7175140380859,61.6760482788086,22.9480609893799,13073,1417918.51928711,5759.06262752587
